BOWLING,over,Mins,Runs,Wicket,Economy,Zeros,fours,sixs,Wide,Noball,counter,bowl_team,Date,Season,Toss_team,First_innings,second_innings,bat_field,Team1_Won,Team2_lost,Player Of The Match,Stadium,Umpires1,Umpires2,TV_Umpire,Res_Umpire,Match_Ref,ImpactPlayers1,Replace1Player1,ImpactPlayers2,ReplacePlayer2,impactTeam1,impactTeam2,T20_debut_1,T20_debut_2
Yash Thakur,3.5,0,37.0,4,9.65,9,3,2,1,0,38,Lucknow Super Giants,2023-04-28,2023,Punjab Kings,Lucknow Super Giants,Punjab Kings,field,Lucknow Super Giants,Punjab Kings,Marcus Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Nitin Menon,Vinod Seshan,Saiyed Khalid,VM Dhokre,Shakti Singh,Amit Mishra,Kyle Mayers,Prabhsimran Singh,Gurnoor Brar,Lucknow Super Giants,Punjab Kings,Gurnoor  Brar,
Krunal Pandya,1.0,0,13.0,0,13.0,2,1,1,1,0,38,Lucknow Super Giants,2023-04-28,2023,Punjab Kings,Lucknow Super Giants,Punjab Kings,field,Lucknow Super Giants,Punjab Kings,Marcus Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Nitin Menon,Vinod Seshan,Saiyed Khalid,VM Dhokre,Shakti Singh,Amit Mishra,Kyle Mayers,Prabhsimran Singh,Gurnoor Brar,Lucknow Super Giants,Punjab Kings,Gurnoor  Brar,
Mohammed Shami,4.0,0,33.0,3,8.25,12,3,2,0,0,39,Gujarat Titans,2023-04-29,2023,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,Gujarat Titans,Kolkata Knight Riders,Josh Little,"Eden Gardens, Kolkata",Nikhil Patwardhan,Sadashiv Iyer,Chris Gaffaney,Mohit Krishnadas,Satyajit Satbhai,Shubman Gill,Mohit Sharma,Suyash Sharma,Venkatesh Iyer,Gujarat Titans,Kolkata Knight Riders,,
Hardik Pandya,3.0,0,34.0,0,11.33,9,3,3,1,0,39,Gujarat Titans,2023-04-29,2023,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,Gujarat Titans,Kolkata Knight Riders,Josh Little,"Eden Gardens, Kolkata",Nikhil Patwardhan,Sadashiv Iyer,Chris Gaffaney,Mohit Krishnadas,Satyajit Satbhai,Shubman Gill,Mohit Sharma,Suyash Sharma,Venkatesh Iyer,Gujarat Titans,Kolkata Knight Riders,,
Rashid Khan,4.0,0,54.0,0,13.5,3,3,4,1,0,39,Gujarat Titans,2023-04-29,2023,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,Gujarat Titans,Kolkata Knight Riders,Josh Little,"Eden Gardens, Kolkata",Nikhil Patwardhan,Sadashiv Iyer,Chris Gaffaney,Mohit Krishnadas,Satyajit Satbhai,Shubman Gill,Mohit Sharma,Suyash Sharma,Venkatesh Iyer,Gujarat Titans,Kolkata Knight Riders,,
Josh Little,4.0,0,25.0,2,6.25,12,2,1,0,0,39,Gujarat Titans,2023-04-29,2023,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,Gujarat Titans,Kolkata Knight Riders,Josh Little,"Eden Gardens, Kolkata",Nikhil Patwardhan,Sadashiv Iyer,Chris Gaffaney,Mohit Krishnadas,Satyajit Satbhai,Shubman Gill,Mohit Sharma,Suyash Sharma,Venkatesh Iyer,Gujarat Titans,Kolkata Knight Riders,,
Noor Ahmad,4.0,0,21.0,2,5.25,12,1,1,1,0,39,Gujarat Titans,2023-04-29,2023,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,Gujarat Titans,Kolkata Knight Riders,Josh Little,"Eden Gardens, Kolkata",Nikhil Patwardhan,Sadashiv Iyer,Chris Gaffaney,Mohit Krishnadas,Satyajit Satbhai,Shubman Gill,Mohit Sharma,Suyash Sharma,Venkatesh Iyer,Gujarat Titans,Kolkata Knight Riders,,
Mohit Sharma,1.0,0,12.0,0,12.0,1,0,1,0,0,39,Gujarat Titans,2023-04-29,2023,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,Gujarat Titans,Kolkata Knight Riders,Josh Little,"Eden Gardens, Kolkata",Nikhil Patwardhan,Sadashiv Iyer,Chris Gaffaney,Mohit Krishnadas,Satyajit Satbhai,Shubman Gill,Mohit Sharma,Suyash Sharma,Venkatesh Iyer,Gujarat Titans,Kolkata Knight Riders,,
Harshit Rana,3.0,0,25.0,1,8.33,6,4,0,1,0,39,Kolkata Knight Riders,2023-04-29,2023,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,Gujarat Titans,Kolkata Knight Riders,Josh Little,"Eden Gardens, Kolkata",Nikhil Patwardhan,Sadashiv Iyer,Chris Gaffaney,Mohit Krishnadas,Satyajit Satbhai,Shubman Gill,Mohit Sharma,Suyash Sharma,Venkatesh Iyer,Gujarat Titans,Kolkata Knight Riders,,
Andre Russell,3.0,0,29.0,1,9.66,6,3,1,1,0,39,Kolkata Knight Riders,2023-04-29,2023,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,Gujarat Titans,Kolkata Knight Riders,Josh Little,"Eden Gardens, Kolkata",Nikhil Patwardhan,Sadashiv Iyer,Chris Gaffaney,Mohit Krishnadas,Satyajit Satbhai,Shubman Gill,Mohit Sharma,Suyash Sharma,Venkatesh Iyer,Gujarat Titans,Kolkata Knight Riders,,
Varun Chakravarthy,4.0,0,42.0,0,10.5,7,3,3,0,0,39,Kolkata Knight Riders,2023-04-29,2023,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,Gujarat Titans,Kolkata Knight Riders,Josh Little,"Eden Gardens, Kolkata",Nikhil Patwardhan,Sadashiv Iyer,Chris Gaffaney,Mohit Krishnadas,Satyajit Satbhai,Shubman Gill,Mohit Sharma,Suyash Sharma,Venkatesh Iyer,Gujarat Titans,Kolkata Knight Riders,,
Suyash Sharma,4.0,0,37.0,0,9.25,7,3,2,0,0,39,Kolkata Knight Riders,2023-04-29,2023,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,Gujarat Titans,Kolkata Knight Riders,Josh Little,"Eden Gardens, Kolkata",Nikhil Patwardhan,Sadashiv Iyer,Chris Gaffaney,Mohit Krishnadas,Satyajit Satbhai,Shubman Gill,Mohit Sharma,Suyash Sharma,Venkatesh Iyer,Gujarat Titans,Kolkata Knight Riders,,
Sunil Narine,3.0,0,24.0,1,8.0,3,1,1,0,0,39,Kolkata Knight Riders,2023-04-29,2023,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,Gujarat Titans,Kolkata Knight Riders,Josh Little,"Eden Gardens, Kolkata",Nikhil Patwardhan,Sadashiv Iyer,Chris Gaffaney,Mohit Krishnadas,Satyajit Satbhai,Shubman Gill,Mohit Sharma,Suyash Sharma,Venkatesh Iyer,Gujarat Titans,Kolkata Knight Riders,,
Nitish Rana,0.5,0,14.0,0,16.8,0,1,1,1,0,39,Kolkata Knight Riders,2023-04-29,2023,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,Gujarat Titans,Kolkata Knight Riders,Josh Little,"Eden Gardens, Kolkata",Nikhil Patwardhan,Sadashiv Iyer,Chris Gaffaney,Mohit Krishnadas,Satyajit Satbhai,Shubman Gill,Mohit Sharma,Suyash Sharma,Venkatesh Iyer,Gujarat Titans,Kolkata Knight Riders,,
Ishant Sharma,3.0,0,31.0,1,10.33,9,7,0,0,0,40,Delhi Capitals,2023-04-29,2023,Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,Delhi Capitals,Mitchell Marsh,"Arun Jaitley Stadium, Delhi",Michael Gough,Navdeep Singh,Saidharshan Kumar,Parashar Joshi,Narayanan Kutty,Sarfaraz Khan,Ishant Sharma,T Natarajan,Rahul Tripathi,Delhi Capitals,Sunrisers Hyderabad,,
Anrich Nortje,4.0,0,44.0,0,11.0,4,4,1,2,0,40,Delhi Capitals,2023-04-29,2023,Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,Delhi Capitals,Mitchell Marsh,"Arun Jaitley Stadium, Delhi",Michael Gough,Navdeep Singh,Saidharshan Kumar,Parashar Joshi,Narayanan Kutty,Sarfaraz Khan,Ishant Sharma,T Natarajan,Rahul Tripathi,Delhi Capitals,Sunrisers Hyderabad,,
Mukesh Kumar,2.0,0,38.0,0,19.0,2,4,2,2,1,40,Delhi Capitals,2023-04-29,2023,Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,Delhi Capitals,Mitchell Marsh,"Arun Jaitley Stadium, Delhi",Michael Gough,Navdeep Singh,Saidharshan Kumar,Parashar Joshi,Narayanan Kutty,Sarfaraz Khan,Ishant Sharma,T Natarajan,Rahul Tripathi,Delhi Capitals,Sunrisers Hyderabad,,
Mitchell Marsh,4.0,1,27.0,4,6.75,12,1,2,2,0,40,Delhi Capitals,2023-04-29,2023,Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,Delhi Capitals,Mitchell Marsh,"Arun Jaitley Stadium, Delhi",Michael Gough,Navdeep Singh,Saidharshan Kumar,Parashar Joshi,Narayanan Kutty,Sarfaraz Khan,Ishant Sharma,T Natarajan,Rahul Tripathi,Delhi Capitals,Sunrisers Hyderabad,,
Kuldeep Yadav,3.0,0,27.0,0,9.0,4,1,2,0,0,40,Delhi Capitals,2023-04-29,2023,Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,Delhi Capitals,Mitchell Marsh,"Arun Jaitley Stadium, Delhi",Michael Gough,Navdeep Singh,Saidharshan Kumar,Parashar Joshi,Narayanan Kutty,Sarfaraz Khan,Ishant Sharma,T Natarajan,Rahul Tripathi,Delhi Capitals,Sunrisers Hyderabad,,
Axar Patel,4.0,0,29.0,1,7.25,7,0,2,2,0,40,Delhi Capitals,2023-04-29,2023,Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,Delhi Capitals,Mitchell Marsh,"Arun Jaitley Stadium, Delhi",Michael Gough,Navdeep Singh,Saidharshan Kumar,Parashar Joshi,Narayanan Kutty,Sarfaraz Khan,Ishant Sharma,T Natarajan,Rahul Tripathi,Delhi Capitals,Sunrisers Hyderabad,,
Bhuvneshwar Kumar,4.0,0,45.0,1,11.25,5,3,2,3,0,40,Sunrisers Hyderabad,2023-04-29,2023,Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,Delhi Capitals,Mitchell Marsh,"Arun Jaitley Stadium, Delhi",Michael Gough,Navdeep Singh,Saidharshan Kumar,Parashar Joshi,Narayanan Kutty,Sarfaraz Khan,Ishant Sharma,T Natarajan,Rahul Tripathi,Delhi Capitals,Sunrisers Hyderabad,,
Akeal Hosein,4.0,0,40.0,1,10.0,6,4,2,0,0,40,Sunrisers Hyderabad,2023-04-29,2023,Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,Delhi Capitals,Mitchell Marsh,"Arun Jaitley Stadium, Delhi",Michael Gough,Navdeep Singh,Saidharshan Kumar,Parashar Joshi,Narayanan Kutty,Sarfaraz Khan,Ishant Sharma,T Natarajan,Rahul Tripathi,Delhi Capitals,Sunrisers Hyderabad,,
T Natarajan,4.0,0,34.0,1,8.5,4,2,1,0,0,40,Sunrisers Hyderabad,2023-04-29,2023,Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,Delhi Capitals,Mitchell Marsh,"Arun Jaitley Stadium, Delhi",Michael Gough,Navdeep Singh,Saidharshan Kumar,Parashar Joshi,Narayanan Kutty,Sarfaraz Khan,Ishant Sharma,T Natarajan,Rahul Tripathi,Delhi Capitals,Sunrisers Hyderabad,,
Umran Malik,1.0,0,22.0,0,22.0,0,2,2,0,0,40,Sunrisers Hyderabad,2023-04-29,2023,Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,Delhi Capitals,Mitchell Marsh,"Arun Jaitley Stadium, Delhi",Michael Gough,Navdeep Singh,Saidharshan Kumar,Parashar Joshi,Narayanan Kutty,Sarfaraz Khan,Ishant Sharma,T Natarajan,Rahul Tripathi,Delhi Capitals,Sunrisers Hyderabad,,
Mayank Markande,4.0,0,20.0,2,5.0,7,1,0,0,0,40,Sunrisers Hyderabad,2023-04-29,2023,Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,Delhi Capitals,Mitchell Marsh,"Arun Jaitley Stadium, Delhi",Michael Gough,Navdeep Singh,Saidharshan Kumar,Parashar Joshi,Narayanan Kutty,Sarfaraz Khan,Ishant Sharma,T Natarajan,Rahul Tripathi,Delhi Capitals,Sunrisers Hyderabad,,
Abhishek Sharma,3.0,0,26.0,1,8.66,5,2,1,0,0,40,Sunrisers Hyderabad,2023-04-29,2023,Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,Delhi Capitals,Mitchell Marsh,"Arun Jaitley Stadium, Delhi",Michael Gough,Navdeep Singh,Saidharshan Kumar,Parashar Joshi,Narayanan Kutty,Sarfaraz Khan,Ishant Sharma,T Natarajan,Rahul Tripathi,Delhi Capitals,Sunrisers Hyderabad,,
Arshdeep Singh,4.0,0,37.0,1,9.25,8,5,0,3,0,41,Punjab Kings,2023-04-30,2023,Chennai Super Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,Chennai Super Kings,Devon Conway,"MA Chidambaram Stadium, Chepauk, Chennai",Rod Tucker,Ulhas Gandhe,Yeshwant Barde,Mohamed Rafi,Manu Nayyar,Akash Singh,Ambati Rayudu,Prabhsimran Singh,Kagiso Rabada,Chennai Super Kings,Punjab Kings,,
Kagiso Rabada,4.0,0,34.0,0,8.5,8,4,1,1,0,41,Punjab Kings,2023-04-30,2023,Chennai Super Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,Chennai Super Kings,Devon Conway,"MA Chidambaram Stadium, Chepauk, Chennai",Rod Tucker,Ulhas Gandhe,Yeshwant Barde,Mohamed Rafi,Manu Nayyar,Akash Singh,Ambati Rayudu,Prabhsimran Singh,Kagiso Rabada,Chennai Super Kings,Punjab Kings,,
Sam Curran,4.0,0,46.0,1,11.5,7,5,2,3,0,41,Punjab Kings,2023-04-30,2023,Chennai Super Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,Chennai Super Kings,Devon Conway,"MA Chidambaram Stadium, Chepauk, Chennai",Rod Tucker,Ulhas Gandhe,Yeshwant Barde,Mohamed Rafi,Manu Nayyar,Akash Singh,Ambati Rayudu,Prabhsimran Singh,Kagiso Rabada,Chennai Super Kings,Punjab Kings,,
Rahul Chahar,4.0,0,35.0,1,8.75,7,2,2,0,0,41,Punjab Kings,2023-04-30,2023,Chennai Super Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,Chennai Super Kings,Devon Conway,"MA Chidambaram Stadium, Chepauk, Chennai",Rod Tucker,Ulhas Gandhe,Yeshwant Barde,Mohamed Rafi,Manu Nayyar,Akash Singh,Ambati Rayudu,Prabhsimran Singh,Kagiso Rabada,Chennai Super Kings,Punjab Kings,,
Sikandar Raza,3.0,0,31.0,1,10.33,6,4,1,0,0,41,Punjab Kings,2023-04-30,2023,Chennai Super Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,Chennai Super Kings,Devon Conway,"MA Chidambaram Stadium, Chepauk, Chennai",Rod Tucker,Ulhas Gandhe,Yeshwant Barde,Mohamed Rafi,Manu Nayyar,Akash Singh,Ambati Rayudu,Prabhsimran Singh,Kagiso Rabada,Chennai Super Kings,Punjab Kings,,
Liam Livingstone,1.0,0,16.0,0,16.0,0,3,0,0,0,41,Punjab Kings,2023-04-30,2023,Chennai Super Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,Chennai Super Kings,Devon Conway,"MA Chidambaram Stadium, Chepauk, Chennai",Rod Tucker,Ulhas Gandhe,Yeshwant Barde,Mohamed Rafi,Manu Nayyar,Akash Singh,Ambati Rayudu,Prabhsimran Singh,Kagiso Rabada,Chennai Super Kings,Punjab Kings,,
Akash Singh,3.0,0,35.0,0,11.66,4,3,2,1,0,41,Chennai Super Kings,2023-04-30,2023,Chennai Super Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,Chennai Super Kings,Devon Conway,"MA Chidambaram Stadium, Chepauk, Chennai",Rod Tucker,Ulhas Gandhe,Yeshwant Barde,Mohamed Rafi,Manu Nayyar,Akash Singh,Ambati Rayudu,Prabhsimran Singh,Kagiso Rabada,Chennai Super Kings,Punjab Kings,,
Tushar Deshpande,4.0,0,49.0,3,12.25,10,3,4,2,0,41,Chennai Super Kings,2023-04-30,2023,Chennai Super Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,Chennai Super Kings,Devon Conway,"MA Chidambaram Stadium, Chepauk, Chennai",Rod Tucker,Ulhas Gandhe,Yeshwant Barde,Mohamed Rafi,Manu Nayyar,Akash Singh,Ambati Rayudu,Prabhsimran Singh,Kagiso Rabada,Chennai Super Kings,Punjab Kings,,
Maheesh Theekshana,4.0,0,36.0,0,9.0,5,4,0,1,0,41,Chennai Super Kings,2023-04-30,2023,Chennai Super Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,Chennai Super Kings,Devon Conway,"MA Chidambaram Stadium, Chepauk, Chennai",Rod Tucker,Ulhas Gandhe,Yeshwant Barde,Mohamed Rafi,Manu Nayyar,Akash Singh,Ambati Rayudu,Prabhsimran Singh,Kagiso Rabada,Chennai Super Kings,Punjab Kings,,
Ravindra Jadeja,4.0,0,32.0,2,8.0,8,1,2,0,0,41,Chennai Super Kings,2023-04-30,2023,Chennai Super Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,Chennai Super Kings,Devon Conway,"MA Chidambaram Stadium, Chepauk, Chennai",Rod Tucker,Ulhas Gandhe,Yeshwant Barde,Mohamed Rafi,Manu Nayyar,Akash Singh,Ambati Rayudu,Prabhsimran Singh,Kagiso Rabada,Chennai Super Kings,Punjab Kings,,
Moeen Ali,1.0,0,10.0,0,10.0,2,0,1,0,0,41,Chennai Super Kings,2023-04-30,2023,Chennai Super Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,Chennai Super Kings,Devon Conway,"MA Chidambaram Stadium, Chepauk, Chennai",Rod Tucker,Ulhas Gandhe,Yeshwant Barde,Mohamed Rafi,Manu Nayyar,Akash Singh,Ambati Rayudu,Prabhsimran Singh,Kagiso Rabada,Chennai Super Kings,Punjab Kings,,
Matheesha Pathirana,4.0,0,32.0,1,8.0,6,2,0,1,0,41,Chennai Super Kings,2023-04-30,2023,Chennai Super Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,Chennai Super Kings,Devon Conway,"MA Chidambaram Stadium, Chepauk, Chennai",Rod Tucker,Ulhas Gandhe,Yeshwant Barde,Mohamed Rafi,Manu Nayyar,Akash Singh,Ambati Rayudu,Prabhsimran Singh,Kagiso Rabada,Chennai Super Kings,Punjab Kings,,
Cameron Green,3.0,0,31.0,0,10.33,10,2,2,4,0,42,Mumbai Indians,2023-04-30,2023,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,Rajasthan Royals,Yashasvi Jaiswal,"Wankhede Stadium, Mumbai",Vinod Seshan,Virender Sharma,Tapan Sharma,VM Dhokre,Javagal Srinath,Kuldeep Sen,Dhruv Jurel,,,Rajasthan Royals,,,
Jofra Archer,4.0,0,35.0,1,8.75,16,2,3,3,1,42,Mumbai Indians,2023-04-30,2023,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,Rajasthan Royals,Yashasvi Jaiswal,"Wankhede Stadium, Mumbai",Vinod Seshan,Virender Sharma,Tapan Sharma,VM Dhokre,Javagal Srinath,Kuldeep Sen,Dhruv Jurel,,,Rajasthan Royals,,,
Riley Meredith,4.0,0,51.0,1,12.75,7,9,1,2,0,42,Mumbai Indians,2023-04-30,2023,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,Rajasthan Royals,Yashasvi Jaiswal,"Wankhede Stadium, Mumbai",Vinod Seshan,Virender Sharma,Tapan Sharma,VM Dhokre,Javagal Srinath,Kuldeep Sen,Dhruv Jurel,,,Rajasthan Royals,,,
Piyush Chawla,4.0,0,34.0,2,8.5,11,2,3,0,0,42,Mumbai Indians,2023-04-30,2023,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,Rajasthan Royals,Yashasvi Jaiswal,"Wankhede Stadium, Mumbai",Vinod Seshan,Virender Sharma,Tapan Sharma,VM Dhokre,Javagal Srinath,Kuldeep Sen,Dhruv Jurel,,,Rajasthan Royals,,,
Kumar Kartikeya,2.0,0,14.0,0,7.0,6,1,1,0,0,42,Mumbai Indians,2023-04-30,2023,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,Rajasthan Royals,Yashasvi Jaiswal,"Wankhede Stadium, Mumbai",Vinod Seshan,Virender Sharma,Tapan Sharma,VM Dhokre,Javagal Srinath,Kuldeep Sen,Dhruv Jurel,,,Rajasthan Royals,,,
Arshad Khan,3.0,0,39.0,3,13.0,5,4,2,3,0,42,Mumbai Indians,2023-04-30,2023,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,Rajasthan Royals,Yashasvi Jaiswal,"Wankhede Stadium, Mumbai",Vinod Seshan,Virender Sharma,Tapan Sharma,VM Dhokre,Javagal Srinath,Kuldeep Sen,Dhruv Jurel,,,Rajasthan Royals,,,
Trent Boult,4.0,0,43.0,1,10.75,8,7,0,2,0,42,Rajasthan Royals,2023-04-30,2023,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,Rajasthan Royals,Yashasvi Jaiswal,"Wankhede Stadium, Mumbai",Vinod Seshan,Virender Sharma,Tapan Sharma,VM Dhokre,Javagal Srinath,Kuldeep Sen,Dhruv Jurel,,,Rajasthan Royals,,,
Sandeep Sharma,4.0,0,35.0,1,8.75,5,3,1,2,0,42,Rajasthan Royals,2023-04-30,2023,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,Rajasthan Royals,Yashasvi Jaiswal,"Wankhede Stadium, Mumbai",Vinod Seshan,Virender Sharma,Tapan Sharma,VM Dhokre,Javagal Srinath,Kuldeep Sen,Dhruv Jurel,,,Rajasthan Royals,,,
Ravichandran Ashwin,4.0,0,27.0,2,6.75,8,0,2,1,0,42,Rajasthan Royals,2023-04-30,2023,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,Rajasthan Royals,Yashasvi Jaiswal,"Wankhede Stadium, Mumbai",Vinod Seshan,Virender Sharma,Tapan Sharma,VM Dhokre,Javagal Srinath,Kuldeep Sen,Dhruv Jurel,,,Rajasthan Royals,,,
Yuzvendra Chahal,3.0,0,32.0,0,10.66,5,3,2,0,0,42,Rajasthan Royals,2023-04-30,2023,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,Rajasthan Royals,Yashasvi Jaiswal,"Wankhede Stadium, Mumbai",Vinod Seshan,Virender Sharma,Tapan Sharma,VM Dhokre,Javagal Srinath,Kuldeep Sen,Dhruv Jurel,,,Rajasthan Royals,,,
Jason Holder,3.3,0,55.0,0,15.71,4,5,4,2,0,42,Rajasthan Royals,2023-04-30,2023,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,Rajasthan Royals,Yashasvi Jaiswal,"Wankhede Stadium, Mumbai",Vinod Seshan,Virender Sharma,Tapan Sharma,VM Dhokre,Javagal Srinath,Kuldeep Sen,Dhruv Jurel,,,Rajasthan Royals,,,
Kuldeep Sen,1.0,0,20.0,0,20.0,2,3,1,0,1,42,Rajasthan Royals,2023-04-30,2023,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,Rajasthan Royals,Yashasvi Jaiswal,"Wankhede Stadium, Mumbai",Vinod Seshan,Virender Sharma,Tapan Sharma,VM Dhokre,Javagal Srinath,Kuldeep Sen,Dhruv Jurel,,,Rajasthan Royals,,,
Krunal Pandya,4.0,0,21.0,0,5.25,8,1,0,0,0,43,Lucknow Super Giants,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Marcus Stoinis,1.0,0,11.0,0,11.0,0,1,0,0,0,43,Lucknow Super Giants,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Naveen-ul-Haq,4.0,0,30.0,3,7.5,8,3,1,0,0,43,Lucknow Super Giants,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Ravi Bishnoi,4.0,0,21.0,2,5.25,7,0,0,0,0,43,Lucknow Super Giants,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Amit Mishra,3.0,0,21.0,2,7.0,4,0,1,0,0,43,Lucknow Super Giants,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Yash Thakur,2.0,0,12.0,0,6.0,6,1,0,2,0,43,Lucknow Super Giants,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
