batting,out,runs,balls,mins,fours,sixs,SR,counter,bat_team,Date,Season,Toss_team,First_innings,second_innings,bat_field,Team1_Won,Team2_lost,Player Of The Match,Stadium,Umpires1,Umpires2,TV_Umpire,Res_Umpire,Match_Ref,ImpactPlayers1,Replace1Player1,ImpactPlayers2,ReplacePlayer2,impactTeam1,impactTeam2,T20_debut_1,T20_debut_2
Virat Kohli,st †Pooran b Ravi Bishnoi,31,30,42,3,0,103.33,43,Royal Challengers Bangalore,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Faf du Plessis (c),c Pandya b Mishra,44,40,83,1,1,110.0,43,Royal Challengers Bangalore,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Anuj Rawat,c Mayers b Gowtham,9,11,13,0,0,81.81,43,Royal Challengers Bangalore,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Glenn Maxwell,lbw b Ravi Bishnoi,4,5,8,0,0,80.0,43,Royal Challengers Bangalore,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Suyash Prabhudessai,c Gowtham b Mishra,6,7,10,0,0,85.71,43,Royal Challengers Bangalore,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Dinesh Karthik †,run out (Yash Thakur),16,11,25,1,1,145.45,43,Royal Challengers Bangalore,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Mahipal Lomror,lbw b Naveen-ul-Haq,3,4,7,0,0,75.0,43,Royal Challengers Bangalore,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Wanindu Hasaranga,not out,8,7,14,1,0,114.28,43,Royal Challengers Bangalore,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Karn Sharma,c Gowtham b Naveen-ul-Haq,2,2,5,0,0,100.0,43,Royal Challengers Bangalore,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Mohammed Siraj,c †Pooran b Naveen-ul-Haq,0,1,3,0,0,0.0,43,Royal Challengers Bangalore,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Josh Hazlewood,not out,1,2,3,0,0,50.0,43,Royal Challengers Bangalore,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Kyle Mayers,c Anuj Rawat b Mohammed Siraj,0,2,3,0,0,0.0,43,Lucknow Super Giants,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Ayush Badoni,c Kohli b Hazlewood,4,11,23,0,0,36.36,43,Lucknow Super Giants,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Krunal Pandya,c Kohli b Maxwell,14,11,17,3,0,127.27,43,Lucknow Super Giants,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Deepak Hooda,st †Karthik b de Silva,1,2,13,0,0,50.0,43,Lucknow Super Giants,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Marcus Stoinis,c Prabhudessai b Sharma,13,19,31,0,1,68.42,43,Lucknow Super Giants,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Nicholas Pooran †,c Lomror b Sharma,9,7,9,0,1,128.57,43,Lucknow Super Giants,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Krishnappa Gowtham,run out (sub [R Sonu Yadav]/†Karthik),23,13,20,1,2,176.92,43,Lucknow Super Giants,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Ravi Bishnoi,run out (Patel/†Karthik),5,10,19,0,0,50.0,43,Lucknow Super Giants,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Amit Mishra,c †Karthik b Patel,19,30,42,2,0,63.33,43,Lucknow Super Giants,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Naveen-ul-Haq,c †Karthik b Hazlewood,13,13,20,2,0,100.0,43,Lucknow Super Giants,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
KL Rahul (c),not out,0,3,7,0,0,0.0,43,Lucknow Super Giants,2023-05-01,2023,Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,Lucknow Super Giants,Faf du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Anil Chaudhary,Sadashiv Iyer,Nand Kishore,Mohit Krishnadas,Prakash Bhatt,Ayush Badoni,Yash Thakur,Harshal Patel,Anuj Rawat,Lucknow Super Giants,Royal Challengers Bangalore,,
Phil Salt †,c Miller b Mohammed Shami,0,1,2,0,0,0.0,44,Delhi Capitals,2023-05-02,2023,Delhi Capitals,Delhi Capitals,Gujarat Titans,bat,Delhi Capitals,Gujarat Titans,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Parashar Joshi,Narayanan Kutty,Khaleel Ahmed,Priyam Garg,Shubman Gill,Mohit Sharma,Delhi Capitals,Gujarat Titans,,
David Warner (c),run out (Rashid Khan),2,2,10,0,0,100.0,44,Delhi Capitals,2023-05-02,2023,Delhi Capitals,Delhi Capitals,Gujarat Titans,bat,Delhi Capitals,Gujarat Titans,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Parashar Joshi,Narayanan Kutty,Khaleel Ahmed,Priyam Garg,Shubman Gill,Mohit Sharma,Delhi Capitals,Gujarat Titans,,
Priyam Garg,c †Saha b Mohammed Shami,10,14,26,0,0,71.42,44,Delhi Capitals,2023-05-02,2023,Delhi Capitals,Delhi Capitals,Gujarat Titans,bat,Delhi Capitals,Gujarat Titans,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Parashar Joshi,Narayanan Kutty,Khaleel Ahmed,Priyam Garg,Shubman Gill,Mohit Sharma,Delhi Capitals,Gujarat Titans,,
Rilee Rossouw,c †Saha b Mohammed Shami,8,6,9,2,0,133.33,44,Delhi Capitals,2023-05-02,2023,Delhi Capitals,Delhi Capitals,Gujarat Titans,bat,Delhi Capitals,Gujarat Titans,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Parashar Joshi,Narayanan Kutty,Khaleel Ahmed,Priyam Garg,Shubman Gill,Mohit Sharma,Delhi Capitals,Gujarat Titans,,
Manish Pandey,c †Saha b Mohammed Shami,1,4,7,0,0,25.0,44,Delhi Capitals,2023-05-02,2023,Delhi Capitals,Delhi Capitals,Gujarat Titans,bat,Delhi Capitals,Gujarat Titans,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Parashar Joshi,Narayanan Kutty,Khaleel Ahmed,Priyam Garg,Shubman Gill,Mohit Sharma,Delhi Capitals,Gujarat Titans,,
Axar Patel,c Rashid Khan b Sharma,27,30,43,2,1,90.0,44,Delhi Capitals,2023-05-02,2023,Delhi Capitals,Delhi Capitals,Gujarat Titans,bat,Delhi Capitals,Gujarat Titans,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Parashar Joshi,Narayanan Kutty,Khaleel Ahmed,Priyam Garg,Shubman Gill,Mohit Sharma,Delhi Capitals,Gujarat Titans,,
Aman Hakim Khan,c Manohar b Rashid Khan,51,44,62,3,3,115.9,44,Delhi Capitals,2023-05-02,2023,Delhi Capitals,Delhi Capitals,Gujarat Titans,bat,Delhi Capitals,Gujarat Titans,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Parashar Joshi,Narayanan Kutty,Khaleel Ahmed,Priyam Garg,Shubman Gill,Mohit Sharma,Delhi Capitals,Gujarat Titans,,
Ripal Patel,c Pandya b Sharma,23,13,32,2,1,176.92,44,Delhi Capitals,2023-05-02,2023,Delhi Capitals,Delhi Capitals,Gujarat Titans,bat,Delhi Capitals,Gujarat Titans,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Parashar Joshi,Narayanan Kutty,Khaleel Ahmed,Priyam Garg,Shubman Gill,Mohit Sharma,Delhi Capitals,Gujarat Titans,,
Anrich Nortje,not out,3,6,8,0,0,50.0,44,Delhi Capitals,2023-05-02,2023,Delhi Capitals,Delhi Capitals,Gujarat Titans,bat,Delhi Capitals,Gujarat Titans,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Parashar Joshi,Narayanan Kutty,Khaleel Ahmed,Priyam Garg,Shubman Gill,Mohit Sharma,Delhi Capitals,Gujarat Titans,,
Kuldeep Yadav,not out,0,1,1,0,0,0.0,44,Delhi Capitals,2023-05-02,2023,Delhi Capitals,Delhi Capitals,Gujarat Titans,bat,Delhi Capitals,Gujarat Titans,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Parashar Joshi,Narayanan Kutty,Khaleel Ahmed,Priyam Garg,Shubman Gill,Mohit Sharma,Delhi Capitals,Gujarat Titans,,
Wriddhiman Saha †,c †Salt b Ahmed,0,6,6,0,0,0.0,44,Gujarat Titans,2023-05-02,2023,Delhi Capitals,Delhi Capitals,Gujarat Titans,bat,Delhi Capitals,Gujarat Titans,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Parashar Joshi,Narayanan Kutty,Khaleel Ahmed,Priyam Garg,Shubman Gill,Mohit Sharma,Delhi Capitals,Gujarat Titans,,
Shubman Gill,c Pandey b Nortje,6,7,18,1,0,85.71,44,Gujarat Titans,2023-05-02,2023,Delhi Capitals,Delhi Capitals,Gujarat Titans,bat,Delhi Capitals,Gujarat Titans,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Parashar Joshi,Narayanan Kutty,Khaleel Ahmed,Priyam Garg,Shubman Gill,Mohit Sharma,Delhi Capitals,Gujarat Titans,,
Hardik Pandya (c),not out,59,53,94,7,0,111.32,44,Gujarat Titans,2023-05-02,2023,Delhi Capitals,Delhi Capitals,Gujarat Titans,bat,Delhi Capitals,Gujarat Titans,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Parashar Joshi,Narayanan Kutty,Khaleel Ahmed,Priyam Garg,Shubman Gill,Mohit Sharma,Delhi Capitals,Gujarat Titans,,
Vijay Shankar,b Sharma,6,9,11,1,0,66.66,44,Gujarat Titans,2023-05-02,2023,Delhi Capitals,Delhi Capitals,Gujarat Titans,bat,Delhi Capitals,Gujarat Titans,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Parashar Joshi,Narayanan Kutty,Khaleel Ahmed,Priyam Garg,Shubman Gill,Mohit Sharma,Delhi Capitals,Gujarat Titans,,
David Miller,b Kuldeep Yadav,0,3,9,0,0,0.0,44,Gujarat Titans,2023-05-02,2023,Delhi Capitals,Delhi Capitals,Gujarat Titans,bat,Delhi Capitals,Gujarat Titans,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Parashar Joshi,Narayanan Kutty,Khaleel Ahmed,Priyam Garg,Shubman Gill,Mohit Sharma,Delhi Capitals,Gujarat Titans,,
Abhinav Manohar,c Aman Hakim Khan b Ahmed,26,33,44,0,1,78.78,44,Gujarat Titans,2023-05-02,2023,Delhi Capitals,Delhi Capitals,Gujarat Titans,bat,Delhi Capitals,Gujarat Titans,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Parashar Joshi,Narayanan Kutty,Khaleel Ahmed,Priyam Garg,Shubman Gill,Mohit Sharma,Delhi Capitals,Gujarat Titans,,
Rahul Tewatia,c Rossouw b Sharma,20,7,19,0,3,285.71,44,Gujarat Titans,2023-05-02,2023,Delhi Capitals,Delhi Capitals,Gujarat Titans,bat,Delhi Capitals,Gujarat Titans,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Parashar Joshi,Narayanan Kutty,Khaleel Ahmed,Priyam Garg,Shubman Gill,Mohit Sharma,Delhi Capitals,Gujarat Titans,,
Rashid Khan,not out,3,2,3,0,0,150.0,44,Gujarat Titans,2023-05-02,2023,Delhi Capitals,Delhi Capitals,Gujarat Titans,bat,Delhi Capitals,Gujarat Titans,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Michael Gough,Rohan Pandit,KN Ananthapadmanabhan,Parashar Joshi,Narayanan Kutty,Khaleel Ahmed,Priyam Garg,Shubman Gill,Mohit Sharma,Delhi Capitals,Gujarat Titans,,
Prabhsimran Singh,c †Ishan Kishan b Arshad Khan,9,7,8,1,0,128.57,45,Punjab Kings,2023-05-03,2023,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Mumbai Indians,Punjab Kings,Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Jayaraman Madanagopal,Rod Tucker,Akshay Totre,Mohamed Rafi,Sanjay Raul,Nathan Ellis,Prabhsimran Singh,Suryakumar Yadav,Akash Madhwal,Punjab Kings,Mumbai Indians,,
Shikhar Dhawan (c),st †Ishan Kishan b Chawla,30,20,35,5,0,150.0,45,Punjab Kings,2023-05-03,2023,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Mumbai Indians,Punjab Kings,Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Jayaraman Madanagopal,Rod Tucker,Akshay Totre,Mohamed Rafi,Sanjay Raul,Nathan Ellis,Prabhsimran Singh,Suryakumar Yadav,Akash Madhwal,Punjab Kings,Mumbai Indians,,
Matthew Short,b Chawla,27,26,46,2,1,103.84,45,Punjab Kings,2023-05-03,2023,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Mumbai Indians,Punjab Kings,Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Jayaraman Madanagopal,Rod Tucker,Akshay Totre,Mohamed Rafi,Sanjay Raul,Nathan Ellis,Prabhsimran Singh,Suryakumar Yadav,Akash Madhwal,Punjab Kings,Mumbai Indians,,
Liam Livingstone,not out,82,42,65,7,4,195.23,45,Punjab Kings,2023-05-03,2023,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Mumbai Indians,Punjab Kings,Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Jayaraman Madanagopal,Rod Tucker,Akshay Totre,Mohamed Rafi,Sanjay Raul,Nathan Ellis,Prabhsimran Singh,Suryakumar Yadav,Akash Madhwal,Punjab Kings,Mumbai Indians,,
Jitesh Sharma †,not out,49,27,46,5,2,181.48,45,Punjab Kings,2023-05-03,2023,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Mumbai Indians,Punjab Kings,Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Jayaraman Madanagopal,Rod Tucker,Akshay Totre,Mohamed Rafi,Sanjay Raul,Nathan Ellis,Prabhsimran Singh,Suryakumar Yadav,Akash Madhwal,Punjab Kings,Mumbai Indians,,
Rohit Sharma (c),c Short b R Dhawan,0,3,3,0,0,0.0,45,Mumbai Indians,2023-05-03,2023,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Mumbai Indians,Punjab Kings,Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Jayaraman Madanagopal,Rod Tucker,Akshay Totre,Mohamed Rafi,Sanjay Raul,Nathan Ellis,Prabhsimran Singh,Suryakumar Yadav,Akash Madhwal,Punjab Kings,Mumbai Indians,,
Ishan Kishan †,c R Dhawan b Arshdeep Singh,75,41,80,7,4,182.92,45,Mumbai Indians,2023-05-03,2023,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Mumbai Indians,Punjab Kings,Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Jayaraman Madanagopal,Rod Tucker,Akshay Totre,Mohamed Rafi,Sanjay Raul,Nathan Ellis,Prabhsimran Singh,Suryakumar Yadav,Akash Madhwal,Punjab Kings,Mumbai Indians,,
Cameron Green,c Chahar b Ellis,23,18,29,4,0,127.77,45,Mumbai Indians,2023-05-03,2023,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Mumbai Indians,Punjab Kings,Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Jayaraman Madanagopal,Rod Tucker,Akshay Totre,Mohamed Rafi,Sanjay Raul,Nathan Ellis,Prabhsimran Singh,Suryakumar Yadav,Akash Madhwal,Punjab Kings,Mumbai Indians,,
Suryakumar Yadav,c Arshdeep Singh b Ellis,66,31,44,8,2,212.9,45,Mumbai Indians,2023-05-03,2023,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Mumbai Indians,Punjab Kings,Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Jayaraman Madanagopal,Rod Tucker,Akshay Totre,Mohamed Rafi,Sanjay Raul,Nathan Ellis,Prabhsimran Singh,Suryakumar Yadav,Akash Madhwal,Punjab Kings,Mumbai Indians,,
Tim David,not out,19,10,21,3,0,190.0,45,Mumbai Indians,2023-05-03,2023,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Mumbai Indians,Punjab Kings,Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Jayaraman Madanagopal,Rod Tucker,Akshay Totre,Mohamed Rafi,Sanjay Raul,Nathan Ellis,Prabhsimran Singh,Suryakumar Yadav,Akash Madhwal,Punjab Kings,Mumbai Indians,,
Tilak Varma,not out,26,10,15,1,3,260.0,45,Mumbai Indians,2023-05-03,2023,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Mumbai Indians,Punjab Kings,Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Jayaraman Madanagopal,Rod Tucker,Akshay Totre,Mohamed Rafi,Sanjay Raul,Nathan Ellis,Prabhsimran Singh,Suryakumar Yadav,Akash Madhwal,Punjab Kings,Mumbai Indians,,
Jason Roy,c Agarwal b Kartik Tyagi,20,19,27,4,0,105.26,46,Kolkata Knight Riders,2023-05-04,2023,Kolkata Knight Riders,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,Sunrisers Hyderabad,Varun Chakravarthy,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KN Ananthapadmanabhan,Michael Gough,Saidharshan Kumar,Parashar Joshi,Narayanan Kutty,Anukul Roy,Jason Roy,Rahul Tripathi,T Natarajan,Kolkata Knight Riders,Sunrisers Hyderabad,,
